#       RW:                  X:                  Y:                  Z:
       3857                   5                  -3                   2
       3858                   4                   1                   7
       3859                  -3                  12                   3
       3860                   2                 -12                  -2
       3861                   0                   5                  -1
       3862                  -3                   4                  -3
       3863                   6                   0                  -2
       3864                   3                  -2                  -5
       3865                  -5                   4                  -3
       3866                  -3                  10                   5
       3867                  -5                  -1                   4
       3868                   9                  -1                  -2
       3869                  -2                  -7                  -1
       3870                   0                   9                  -1
       3871                   7                  -6                   7
       3872                   0                  -7                   1
       3873                   0                   0                  -6
       3874                  -5                  13                 -14
       3875                  -5                 -10                   1
       3876                  -4                  -2                 -16
       3877                  -3                  -3                   0
       3878                   5                  12                  -3
       3879                   5                  -3                  -6
       3880                   1                  -3                  -2
       3881                   6                   1                  -1
       3882                   0                   1                  11
       3883                  -8                   3                   1
       3884                  -6                  -2                   6
       3885                   6                  -1                  -5
       3886                  -7                   4                  -3
       3887                   9                  -6                   5
       3888                  -4                   6                   8
       3889                   3                  -2                  -1
       3890                   2                   5                  -1
       3891                   1                   0                   3
       3892                 -13                  -6                   3
       3893                   9                   9                   0
       3894                   3                   5                  -8
       3895                  -3                  -5                   8
       3896                  -4                  -3                  11
       3897                   7                  10                  -3
       3898                  -3                   1                   6
       3899                   6                   4                  -2
       3900                  -3                  -5                   2
       3901                   7                  -4                  -1
       3902                  -6                  -5                  11
       3903                  -2                   7                  -1
       3904                   5                   5                   6
       3905                   6                  -2                   4
       3906                  -1                   4                   3
       3907                 -10                   4                  -6
       3908                  -2                  -2                 -12
       3909                   2                  -2                  -4
       3910                  -1                   1                   2
       3911                  -2                   3                  -3
       3912                   1                   3                   2
       3913                  -2                  -8                  -2
       3914                  -1                  -1                  -4
       3915                   7                   2                   9
       3916                  -9                   5                  -6
       3917                   6                   2                  -4
       3918                   9                   4                   3
       3919                   0                  -1                  -5
       3920                   1                   4                   7
       3921                  13                  -1                  10
       3922                  -3                   3                  -6
       3923                  -8                   4                   6
       3924                  -7                   0                   5
       3925                  -7                   5                  10
       3926                   7                 -10                  -5
       3927                  -2                  -3                   7
       3928                   5                  -5                  -2
       3929                  -7                 -14                  -3
       3930                  -5                  -1                  -2
       3931                  -3                 -11                  -8
       3932                   5                   6                   3
       3933                  -1                   0                   3
       3934                   6                  -1                  -1
       3935                  13                   5                 -12
       3936                  -5                  -5                  10
       3937                  10                  -8                  -4
       3938                  -7                   2                   1
       3939                 -19                   4                  -3
       3940                  -8                   2                   4
       3941                   2                   5                  -5
       3942                   6                   0                  -6
       3943                  -2                   1                   1
       3944                   7                   3                  -2
       3945                   1                   2                  -5
       3946                  -9                  -5                  -2
       3947                  -3                  -2                  -1
       3948                  -7                   4                   3
       3949                  -1                 -11                   4
       3950                   7                   7                   2
       3951                   1                  -8                   3
       3952                  -1                 -11                  -2
       3953                  -9                   6                   3
       3954                  -8                  -3                  -3
       3955                  -2                  -6                   0
       3956                   2                   3                  -7
       3957                  -5                   6                   1
       3958                  -3                   1                  -4
       3959                  -2                  12                   2
       3960                  10                  -6                  -4
       3961                   4                  -1                   1
       3962                  11                   0                  -5
       3963                  -7                   8                  -5
       3964                  -8                  -9                   5
       3965                   9                   5                  -2
       3966                   7                   1                  14
       3967                   0                  -9                   5
       3968                   0                   0                  -2
       3969                   5                   4                  -9
       3970                 -13                   5                   8
       3971                   5                  -6                   9
       3972                  10                   9                  11
       3973                  -5                  -6                  11
       3974                  -7                   8                  -3
       3975                   3                  11                  -8
       3976                   5                  -4                  -3
       3977                   0                  -3                  -7
       3978                   3                 -10                   3
       3979                  -8                   6                   6
       3980                   1                  -2                   3
       3981                  -6                   3                  -7
       3982                   2                  -4                   0
       3983                  -5                   5                   8
       3984                  -3                  -7                   0
       3985                   4                   1                  -3
       3986                  -6                  -1                  -3
       3987                  -5                   5                   8
       3988                  -1                   2                  -7
       3989                   0                  -3                  -1
       3990                  -2                   2                   0
       3991                  10                 -10                   0
       3992                  -3                  -3                  -4
       3993                   9                   0                  11
       3994                  -5                   8                   3
       3995                  -3                   4                   1
       3996                   2                 -10                   6
       3997                 -13                   0                   5
       3998                  -1                   8                 -11
       3999                  -7                  -8                  -1
       4000                  -2                  -3                   3
       4001                   2                  18                   0
       4002                   7                   8                  -1
       4003                   6                  -7                   5
       4004                   4                   7                   7
       4005                   4                  10                   4
       4006                  -5                  -6                   1
       4007                   2                  -1                   1
       4008                  -7                  -2                   9
       4009                  -3                   0                 -11
       4010                   1                  -5                  -8
       4011                   1                  -1                   4
       4012                  -6                  -2                   6
       4013                  -1                 -17                  -8
       4014                  -4                   5                 -11
       4015                   0                   4                  -8
       4016                  -2                   5                 -11
       4017                  -7                  -5                  -2
       4018                   8                  -3                  -5
       4019                  -2                  -1                  -1
       4020                  10                   0                  -4
       4021                   1                  -7                   6
       4022                 -12                   1                  -5
       4023                 -10                  11                   1
       4024                  -8                   5                  -3
       4025                   7                  -7                 -12
       4026                   1                   7                  -8
       4027                   0                   8                  -4
       4028                  -2                   8                  -4
       4029                   4                  -2                   4
       4030                  -5                  -1                   6
       4031                   4                   0                   6
       4032                   4                  -6                  -4
       4033                   9                   1                  -4
       4034                  -7                   1                   4
       4035                   7                   1                   2
       4036                   2                 -11                   7
       4037                  -5                 -10                  -3
       4038                  -2                  -3                   9
       4039                 -10                   3                  -1
       4040                  -1                   3                  -2
       4041                  -7                   6                  -5
       4042                  -3                   1                  12
       4043                   0                   0                 -10
       4044                   1                  -1                   2
       4045                  -3                  -7                   2
       4046                   7                  11                   8
       4047                  -4                  -7                   3
       4048                   3                   3                  -2
       4049                  11                   2                   1
       4050                  -4                  -1                   3
       4051                   0                   5                  -3
       4052                  -4                  10                  -2
       4053                  -2                   6                  12
       4054                   3                  -5                   0
       4055                  -3                  -8                  -7
       4056                   6                   3                  -3
       4057                  -6                   3                   3
       4058                   0                   5                  -3
       4059                  -2                  -2                 -10
       4060                  -2                 -11                   5
       4061                  -5                   6                  -5
       4062                   7                   3                 -10
       4063                   1                 -13                  -8
       4064                  -2                  -3                   1
       4065                  -7                   3                   0
       4066                  -8                  -2                   8
       4067                   2                  -3                  -3
       4068                   2                  -3                 -21
       4069                  -3                   1                   8
       4070                  -5                  -7                 -10
       4071                   0                   3                   5
       4072                  -3                  -4                  -1
       4073                  -6                  -3                  -3
       4074                  -2                  15                   5
       4075                  -4                 -12                  -4
       4076                   7                  -8                  13
       4077                  12                   1                   1
       4078                   8                  -3                  -9
       4079                   0                  -7                  -5
       4080                   6                 -13                  -9
       4081                  -9                   1                   4
       4082                   4                   3                  -3
       4083                   2                   2                  14
       4084                   1                  -5                 -14
       4085                   3                   0                  15
       4086                  -3                   3                  -2
       4087                 -11                  -5                   0
       4088                  -4                   5                   5
       4089                   4                  -6                   2
       4090                   0                   2                   2
       4091                   0                  -8                   4
       4092                   0                  -2                   4
       4093                   5                   9                   2
       4094                  -7                  -1                  12
       4095                   7                  -7                   4
       4096                  18                   1                   3
       4097                   5                  -5                   6
       4098                  -3                   2                   1
       4099                  -7                   1                   6
       4100                  -4                  -1                   7
       4101                  -2                  -2                  -8
       4102                  -2                   0                  -2
       4103                  -7                   3                  -4
       4104                   6                   0                   4
       4105                  -5                  -5                  -6
       4106                  10                  16                   6
       4107                   4                   7                   1
       4108                  -5                   2                   5
       4109                   2                   2                 -12
       4110                   0                 -12                   0
       4111                  -9                   5                   2
       4112                  -1                   9                   0
       4113                  -3                   4                   1
       4114                  -1                  -7                   8
       4115                  -9                   2                  -3
       4116                  -3                   1                  -6
       4117                  -7                   4                  -1
       4118                  -4                   1                  -3
       4119                   5                   5                  -4
       4120                  -5                 -10                   3
       4121                  -7                   0                  -1
       4122                   5                   1                   2
       4123                  -3                  -3                  -2
       4124                   5                   2                   3
       4125                  16                   2                  -2
       4126                  -2                   1                   7
       4127                 -11                  -8                  -1
       4128                  -1                   6                  -1
       4129                  -6                   6                  -6
       4130                  -6                   4                   6
       4131                   0                   1                 -11
       4132                  -9                  11                  -8
       4133                  13                   3                  -2
       4134                  -2                   2                  -4
       4135                  -6                   1                  -7
       4136                  -4                   0                  -6
       4137                 -11                   7                 -10
       4138                   7                  -1                   0
       4139                  -9                   2                   5
       4140                  -2                  15                  -7
       4141                   2                   5                  -1
       4142                   6                   5                  -9
       4143                  -2                  -3                   3
       4144                   1                   2                   3
       4145                   0                  -1                  -7
       4146                   2                   5                  -9
       4147                   1                   0                   3
       4148                  -1                  -1                  10
       4149                  -6                  -8                   0
       4150                  -6                   1                   1
       4151                  -2                   2                   4
       4152                  -4                   3                 -11
       4153                   2                  15                   5
       4154                  -6                   9                   5
       4155                  -5                   4                   7
       4156                  -5                   9                   0
       4157                   1                   2                 -13
       4158                   1                   0                  -5
       4159                  -1                  -3                  -2
       4160                  -1                  -2                  -5
       4161                   2                   7                  -9
       4162                 -10                   1                   3
       4163                  -1                   4                   1
       4164                  -7                  -2                   5
       4165                  -1                   4                  -1
       4166                   6                  -5                  -3
       4167                  11                  -4                  -1
       4168                  -7                   7                   0
       4169                  -5                  -1                  -2
       4170                  -2                   1                   7
       4171                  -1                  -2                   5
       4172                   0                   1                   1
       4173                  -3                   8                   1
       4174                   1                  -7                  -2
       4175                 -12                  -7                  -5
       4176                   0                   5                   1
       4177                  -3                   3                  -2
       4178                  -4                   6                  -2
       4179                   4                   6                  -2
       4180                  -4                  -6                  10
       4181                  -2                  -3                   9
       4182                   4                  -7                   3
       4183                   1                   6                   1
       4184                   6                   3                   1
       4185                  -2                   0                   0
       4186                  -2                   6                   4
       4187                  -8                  -5                   1
       4188                  -2                  -1                 -11
       4189                   5                  -6                  -1
       4190                  13                 -12                  11
       4191                  -9                   0                   5
       4192                  -1                  -8                   1
       4193                  -9                  -4                   9
       4194                  -5                   8                  -7
       4195                   2                  -6                   0
       4196                   0                  -2                   4
       4197                  -8                  -2                   2
       4198                  -2                  11                   5
       4199                  -7                   4                   3
       4200                   2                  -9                  -3
       4201                  -3                 -13                  -6
       4202                   4                  -4                   4
       4203                  -9                  -4                  -1
       4204                   5                  -2                  -5
       4205                  -8                   2                  -8
       4206                   7                   1                   0
       4207                  -4                   7                   7
       4208                  -2                   9                   3
       4209                   4                  -1                   3
       4210                   2                   6                   0
       4211                  12                  -3                  -3
       4212                   6                   3                  -3
       4213                  -2                   1                  -3
       4214                  -4                   8                   0
       4215                  -6                   4                  -4
       4216                  -4                   6                  -2
       4217                   3                   8                   7
       4218                  10                   4                   8
       4219                  17                   3                   6
       4220                   1                  -2                  -1
       4221                   8                   0                   0
       4222                   5                   7                  -2
       4223                  -3                  -4                   5
       4224                  -8                  -4                   0
       4225                  -2                   9                  -5
       4226                   6                  -1                   9
       4227                   3                   7                  -2
       4228                   7                  -9                   8
       4229                   7                  11                   2
       4230                   1                  -1                   0
       4231                  -1                  -2                   3
       4232                   2                   0                   4
       4233                  -5                  -2                  -9
       4234                   4                   8                  -4
       4235                   5                   0                  -1
       4236                 -12                   3                  -7
       4237                   0                  -5                  -5
       4238                   6                  -9                   5
       4239                 -14                  -8                   6
       4240                  -2                   3                  -5
       4241                   2                   1                  -3
       4242                  -7                  -4                  -7
       4243                 -10                   5                  13
       4244                   1                   1                  10
       4245                  -2                   3                   9
       4246                   0                   5                   3
       4247                   8                  -6                   0
       4248                   5                  -3                  -8
       4249                  -5                  -2                  -9
       4250                  -1                   9                   0
       4251                  -1                  -2                  -5
       4252                  14                  -5                  -1
       4253                  -7                   8                  -5
       4254                  -2                   3                  -5
       4255                  -1                   4                  -9
       4256                   7                  10                   3
       4257                   8                   5                   1
       4258                   4                   4                   6
       4259                  -9                 -10                   5
       4260                  10                  -4                  10
       4261                   3                  -6                   7
       4262                  -6                   6                   0
       4263                  -6                  -5                   5
       4264                   2                   8                  -2
       4265                  -5                  -9                  -4
       4266                 -10                  -3                  -1
       4267                   6                  -4                  -8
       4268                   2                  -7                  -9
       4269                   2                  -8                  -4
       4270                  -2                   1                   5
       4271                   0                  -4                   2
       4272                 -10                   0                  -6
       4273                   4                   0                   4
       4274                   2                   0                   2
       4275                  -9                 -13                 -14
       4276                  -6                  11                  -3
       4277                   0                   8                  -4
       4278                   2                   3                   5
       4279                  -9                   1                   4
       4280                  -2                  -4                  -4
       4281                  -2                   5                   3
       4282                  -8                  -4                   4
       4283                  -1                  -6                   1
       4284                  12                  -5                  -3
       4285                   1                   8                   1
       4286                  -1                   3                   2
       4287                   1                  -3                  -2
       4288                  13                   5                   0
       4289                  -1                   2                   1
       4290                  -1                   1                   0
       4291                 -10                   0                 -10
       4292                  -1                  -4                   7
       4293                  -2                  -7                   9
       4294                   0                   5                   3
       4295                   3                  -6                  -3
       4296                   7                   4                  -5
       4297                  -1                   0                   1
       4298                   1                   2                   1
       4299                   0                  12                   4
       4300                  -1                  -2                  -3
       4301                  -1                  -1                  -4
       4302                  -2                   7                   1
       4303                  11                  -5                  -4
       4304                 -12                 -13                   9
       4305                  -3                   7                   6
       4306                   9                   6                  -5
       4307                 -10                   5                   1
       4308                  -2                  -5                  -5
       4309                  -3                  -3                   0
       4310                  -3                   1                   2
       4311                   4                   2                  -4
       4312                   3                   4                  -9
       4313                  10                   1                   5
       4314                   3                  -5                   4
       4315                  -6                   8                   0
       4316                  12                   2                   6
       4317                   0                 -10                  -8
       4318                  -9                  -1                  14
       4319                   7                   6                   1
       4320                  -3                  -5                   4
       4321                   3                  -2                  -1
       4322                  -5                   1                   0
       4323                 -12                   7                  -1
       4324                   9                  -8                   7
       4325                   0                  -9                  -3
       4326                   1                   6                  -1
       4327                   6                   1                  -1
       4328                  -3                   9                  -6
       4329                   2                  -3                   3
       4330                  11                  -7                  10
       4331                  -5                  -3                  10
       4332                  -1                   3                   2
       4333                  -2                   3                   7
       4334                   6                   4                  -6
       4335                   5                   4                  -5
       4336                  -4                  -2                  -2
       4337                 -10                   2                   2
       4338                  -3                  -3                  12
       4339                   0                   8                  -2
       4340                   5                  -4                   3
       4341                   4                   8                   6
       4342                  -3                  10                   9
       4343                 -11                  -4                  -3
       4344                   5                   1                   2
       4345                   4                  -3                   1
       4346                  -1                  -3                  12
       4347                   9                  -3                  -2
       4348                   5                  -8                  -5
       4349                   6                  -8                   0
       4350                  -7                   2                  -3
       4351                   0                   1                 -11
       4352                  11                   6                  -3
       4353                   7                 -10                  -7
       4354                  -3                   7                  -4
       4355                   9                  -6                  -5
       4356                  -1                   3                   4
       4357                  -5                 -11                   4
       4358                  -3                   1                  -2
       4359                  -3                   1                   2
       4360                 -10                   2                   4
       4361                  -7                  -2                  -7
       4362                   2                  -8                  12
       4363                   0                  -2                  -4
       4364                   3                   5                  -6
       4365                  -9                  -5                   8
       4366                 -10                  11                   5
       4367                   1                  11                   6
       4368                   0                  -3                   3
       4369                   7                   9                   0
       4370                   8                  -4                  -8
       4371                 -11                   2                   1
       4372                  -3                   7                   0
       4373                  -8                  -8                  10
       4374                   0                   4                   2
       4375                   8                  -1                  -9
       4376                   3                   8                   7
       4377                  -2                   0                   0
       4378                   8                  -7                   3
       4379                 -11                   8                   5
       4380                 -11                  -6                 -11
       4381                  -5                   2                   3
       4382                  -5                  -6                   5
       4383                   2                  -3                  -1
       4384                   1                   2                   7
       4385                   1                   5                   0
       4386                  -1                  -6                  -5
       4387                   3                  -1                   2
       4388                   2                   4                   0
       4389                  -5                  -1                   2
       4390                   0                  -5                  -1
       4391                   0                   7                   3
       4392                   9                  -1                 -10
       4393                  -8                   2                   2
       4394                  -6                  -6                  -6
       4395                   4                   1                   3
       4396                  -1                   3                  -4
       4397                  -6                   2                  -4
       4398                   6                   2                   8
       4399                  10                   2                   4
       4400                  -7                  -1                  -4
       4401                   5                   0                   1
       4402                   0                   8                  -4
       4403                   5                   0                   5
       4404                  -7                  13                   2
       4405                  -8                 -10                  10
       4406                   2                  -9                   1
       4407                  -4                   5                  -3
       4408                  -4                  -5                  -5
       4409                  -2                   3                   7
       4410                   0                  -4                 -18
       4411                   5                  -6                   5
       4412                  11                  12                  -3
       4413                   4                   2                   6
       4414                  -2                   1                  -1
       4415                  12                   5                   3
       4416                   1                  -3                 -16
       4417                   0                 -11                  -5
       4418                   4                   6                  10
       4419                  -2                   0                   0
       4420                   6                  -3                   3
       4421                  -4                  -6                 -10
       4422                  -2                   2                  10
       4423                  -2                   2                  -2
       4424                   5                   0                   7
       4425                   1                   1                   6
       4426                   4                   0                  -8
       4427                  -4                   9                  -5
       4428                  -2                   0                   0
       4429                   0                  -3                   7
       4430                  -7                  -7                   4
       4431                 -12                  -6                 -10
       4432                   3                   2                   3
       4433                  -4                   0                  -4
       4434                   9                   3                  -2
       4435                  -3                  -5                 -10
       4436                  -3                  -9                  10
       4437                  -1                   3                  -2
       4438                  -6                   9                  -3
       4439                   5                   2                   3
       4440                   2                  -7                   3
       4441                   2                  -4                   0
       4442                  -3                   9                   2
       4443                   1                   1                   2
       4444                 -18                   7                   1
       4445                   2                  -5                  11
       4446                   1                  -5                  -8
       4447                   5                   2                   7
       4448                  -4                  -8                  -4
       4449                  -2                   6                  -2
       4450                  -2                  -1                  -3
       4451                  -1                   5                  -4
       4452                   7                  -3                   8
       4453                  -6                  -9                  -1
       4454                  11                   5                   4
       4455                  -2                  -2                  -6
       4456                  -6                   8                   8
       4457                  -3                  -1                   0
       4458                  -2                  -2                   6
       4459                  -8                   3                   9
       4460                  -3                   4                  -3
       4461                   5                   0                  -1
       4462                  -4                  -3                  -7
       4463                   3                  -4                  -5
       4464                  -1                   2                   7
       4465                  -1                   3                  -4
       4466                   5                  -3                  -4
       4467                   1                 -11                   0
       4468                 -10                  -1                   1
       4469                   9                   2                  -9
       4470                  -3                   7                   8
       4471                  -3                  -3                  -2
       4472                   7                   8                  -1
       4473                   1                  -2                   7
       4474                  -5                   4                   5
       4475                  -5                   7                   2
       4476                  -6                 -10                 -16
       4477                   5                   1                  -6
       4478                 -14                   6                  -4
       4479                   6                  10                  -2
       4480                   0                   4                 -14
       4481                  10                   4                 -10
