#     BLOCK:          ACTUAL_PE:             PE_AVE:              ERROR:
         331            -5.06606            -5.18212           0.0103342
         332            -5.01182            -5.18161           0.0103158
         333            -5.04829            -5.18121           0.0102925
         334            -5.14342            -5.18109           0.0102623
         335            -5.16442            -5.18104           0.0102318
         336            -5.19053            -5.18107           0.0102014
         337            -5.15363            -5.18099           0.0101715
         338             -5.1891            -5.18101           0.0101414
         339            -5.13353            -5.18087           0.0101125
         340            -5.01666            -5.18039           0.0100942
         341            -5.01168             -5.1799           0.0100768
         342            -5.04682            -5.17951           0.0100548
         343            -5.06362            -5.17917           0.0100312
         344            -5.05407             -5.1788           0.0100086
         345             -5.0438            -5.17841          0.00998723
         346            -5.04773            -5.17804          0.00996551
         347            -5.10195            -5.17782           0.0099392
         348            -5.19113            -5.17785          0.00991071
         349            -5.14738            -5.17777           0.0098827
         350            -5.22356             -5.1779          0.00985533
         351            -5.26461            -5.17815          0.00983035
         352            -5.19337            -5.17819          0.00980252
         353            -5.10254            -5.17797          0.00977709
         354             -5.0148            -5.17751          0.00976033
         355            -4.89291            -5.17671          0.00976571
         356            -4.94419            -5.17606          0.00976009
         357             -5.0555            -5.17572          0.00973859
         358            -5.11852            -5.17556           0.0097127
         359            -5.08292             -5.1753          0.00968907
         360            -4.93592            -5.17464          0.00968495
         361            -4.91884            -5.17393          0.00968401
         362            -5.08113            -5.17367          0.00966065
         363            -5.09614            -5.17346           0.0096364
         364            -5.14397            -5.17338          0.00961027
         365            -5.10094            -5.17318          0.00958599
         366            -5.24164            -5.17337          0.00956162
         367            -5.23208            -5.17353          0.00953691
         368            -5.15318            -5.17347          0.00951115
         369            -5.12156            -5.17333          0.00948641
         370            -5.09721            -5.17313          0.00946301
         371            -5.12336            -5.17299          0.00943845
         372            -5.23271            -5.17315          0.00941444
         373            -5.08998            -5.17293          0.00939184
         374            -5.10457            -5.17275          0.00936851
         375            -5.07382            -5.17248          0.00934724
         376            -5.05144            -5.17216          0.00932792
         377            -5.13804            -5.17207          0.00930362
         378            -5.23532            -5.17224          0.00928051
         379            -5.17302            -5.17224          0.00925602
         380            -5.13192            -5.17213          0.00923227
         381            -5.13307            -5.17203          0.00920861
         382            -5.13182            -5.17192          0.00918511
         383            -5.21169            -5.17203          0.00916171
         384            -5.19033            -5.17208          0.00913798
         385            -5.06955            -5.17181          0.00911812
         386            -5.15527            -5.17177           0.0090946
         387            -5.10145            -5.17159          0.00907292
         388            -5.08741            -5.17137          0.00905213
         389            -5.11242            -5.17122          0.00903012
         390             -5.1542            -5.17117          0.00900707
         391            -5.17778            -5.17119          0.00898405
         392            -5.19157            -5.17124          0.00896129
         393            -5.26809            -5.17149          0.00894187
         394            -5.24454            -5.17167           0.0089211
         395            -5.18071             -5.1717          0.00889854
         396            -5.22789            -5.17184           0.0088772
         397            -5.23292            -5.17199          0.00885618
         398            -5.23705            -5.17216          0.00883543
         399            -5.21029            -5.17225          0.00881381
         400             -5.2827            -5.17253           0.0087961
         401            -5.21919            -5.17264          0.00877493
         402             -5.2117            -5.17274          0.00875364
         403             -5.2188            -5.17286          0.00873266
         404            -5.19147             -5.1729          0.00871117
         405            -5.16451            -5.17288          0.00868969
         406            -5.14049             -5.1728          0.00866865
         407            -5.14406            -5.17273          0.00864764
         408            -5.06591            -5.17247          0.00863041
         409            -5.02662            -5.17211          0.00861667
         410            -5.16296            -5.17209          0.00859568
         411            -5.11601            -5.17195          0.00857585
         412            -5.01627            -5.17158          0.00856336
         413            -5.15925            -5.17155          0.00854267
         414            -5.10901            -5.17139          0.00852337
         415            -5.10815            -5.17124           0.0085042
         416            -5.11145             -5.1711          0.00848497
         417            -5.03391            -5.17077            0.008471
         418            -5.09043            -5.17058          0.00845291
         419            -5.06381            -5.17032          0.00843658
         420            -5.03888            -5.17001          0.00842229
         421            -5.06537            -5.16976          0.00840595
         422             -5.0218            -5.16941          0.00839334
         423            -5.09027            -5.16922          0.00837559
         424            -5.08164            -5.16902          0.00835838
         425            -5.05907            -5.16876          0.00834272
         426            -4.98205            -5.16832          0.00833464
         427            -5.05036            -5.16804          0.00831969
         428            -5.10099            -5.16789          0.00830173
         429            -5.10897            -5.16775          0.00828352
         430            -5.14464             -5.1677          0.00826443
         431            -5.11463            -5.16757          0.00824617
         432            -5.13395            -5.16749          0.00822745
         433            -5.03833             -5.1672          0.00821385
         434            -5.10599            -5.16706          0.00819614
         435            -5.10091             -5.1669          0.00817871
         436            -5.01506            -5.16656          0.00816736
         437            -5.10165            -5.16641          0.00815002
         438            -5.09947            -5.16625          0.00813284
         439            -5.09951             -5.1661          0.00811574
         440            -5.09146            -5.16593          0.00809907
         441            -5.15743            -5.16591          0.00808073
         442             -5.1761            -5.16594          0.00806248
         443            -5.15263            -5.16591          0.00804433
         444            -5.19048            -5.16596           0.0080264
         445            -5.12089            -5.16586          0.00800901
         446            -5.13936             -5.1658          0.00799127
         447            -5.14368            -5.16575          0.00797355
         448            -5.17362            -5.16577          0.00795577
         449            -5.16314            -5.16576          0.00793805
         450            -5.10314            -5.16562          0.00792163
         451            -5.15769            -5.16561          0.00790408
         452            -5.10117            -5.16546          0.00788788
         453             -5.0987            -5.16532          0.00787185
         454              -5.123            -5.16522          0.00785506
         455            -5.26985            -5.16545          0.00784116
         456            -5.13315            -5.16538          0.00782429
         457            -5.18062            -5.16542          0.00780724
         458            -5.17777            -5.16544          0.00779024
         459            -5.11965            -5.16534           0.0077739
         460             -5.1268            -5.16526          0.00775745
         461            -5.20182            -5.16534          0.00774103
         462            -5.22277            -5.16546          0.00772527
         463             -5.2701            -5.16569          0.00771189
         464            -5.22599            -5.16582          0.00769637
         465             -5.1606            -5.16581          0.00767983
         466            -5.15234            -5.16578           0.0076634
         467            -5.15217            -5.16575          0.00764705
         468            -5.09952            -5.16561          0.00763201
         469            -5.08266            -5.16543          0.00761779
         470            -5.15665            -5.16541          0.00760161
         471            -5.18866            -5.16546          0.00758563
         472            -5.12032            -5.16537          0.00757016
         473            -5.08863             -5.1652          0.00755589
         474            -5.12978            -5.16513          0.00754032
         475            -5.11715            -5.16503          0.00752512
         476            -5.06681            -5.16482          0.00751214
         477             -5.0468            -5.16457          0.00750047
         478            -5.13416            -5.16451          0.00748505
         479            -5.17291            -5.16453          0.00746944
         480            -5.13955            -5.16448          0.00745406
         481            -5.17875            -5.16451          0.00743862
         482            -5.15289            -5.16448          0.00742323
         483            -5.18217            -5.16452          0.00740795
         484             -5.2089            -5.16461          0.00739321
         485            -5.06939            -5.16441          0.00738057
         486            -5.08159            -5.16424          0.00736735
         487             -5.1115            -5.16413          0.00735302
         488            -5.09544            -5.16399           0.0073393
         489            -5.12211            -5.16391          0.00732479
         490            -5.11195             -5.1638          0.00731061
         491            -5.13704            -5.16375          0.00729593
         492            -5.06136            -5.16354          0.00728406
         493            -5.14423             -5.1635          0.00726939
         494            -5.03919            -5.16325          0.00725903
         495            -4.94873            -5.16282          0.00725729
         496            -5.06342            -5.16262          0.00724543
         497            -5.11359            -5.16252          0.00723152
         498            -5.09053            -5.16237          0.00721844
         499            -5.07433             -5.1622          0.00720613
         500            -5.04297            -5.16196          0.00719567
         501            -5.08012            -5.16179          0.00718316
         502            -5.01985            -5.16151          0.00717441
         503             -5.1119            -5.16141          0.00716083
         504            -5.09911            -5.16129          0.00714769
         505            -4.98631            -5.16094          0.00714192
         506            -4.96575            -5.16056          0.00713822
         507            -5.02564            -5.16029           0.0071291
         508            -5.02184            -5.16002          0.00712027
         509            -5.06848            -5.15984          0.00710856
         510            -5.05045            -5.15962          0.00709785
         511            -5.05598            -5.15942          0.00708686
         512            -5.01736            -5.15914          0.00707845
         513            -4.99848            -5.15883          0.00707157
         514            -5.00461            -5.15853          0.00706418
         515            -5.07385            -5.15837          0.00705237
         516            -5.04748            -5.15815          0.00704198
         517            -5.11675            -5.15807          0.00702882
         518            -5.11152            -5.15798          0.00701582
