#     BLOCK:          ACTUAL_KE:             KE_AVE:              ERROR:
         519                1.65                1.65         1.10229e-08
         520                1.65                1.65         1.10896e-08
         521                1.65                1.65         1.11173e-08
         522                1.65                1.65         1.11067e-08
         523                1.65                1.65          1.1096e-08
         524                1.65                1.65         1.10855e-08
         525                1.65                1.65          1.1113e-08
         526                1.65                1.65         1.11024e-08
         527                1.65                1.65         1.10919e-08
         528                1.65                1.65         1.11193e-08
         529                1.65                1.65         1.11088e-08
         530                1.65                1.65         1.10983e-08
         531                1.65                1.65         1.10878e-08
         532                1.65                1.65          1.1115e-08
         533                1.65                1.65         1.11046e-08
         534                1.65                1.65         1.11689e-08
         535                1.65                1.65         1.11956e-08
         536                1.65                1.65         1.11851e-08
         537                1.65                1.65         1.11747e-08
         538                1.65                1.65         1.11643e-08
         539                1.65                1.65         1.11908e-08
         540                1.65                1.65         1.11805e-08
         541                1.65                1.65         1.11701e-08
         542                1.65                1.65         1.11598e-08
         543                1.65                1.65         1.11862e-08
         544                1.65                1.65         1.11759e-08
         545                1.65                1.65         1.11656e-08
         546                1.65                1.65         1.11554e-08
         547                1.65                1.65         1.11815e-08
         548                1.65                1.65         1.11713e-08
         549                1.65                1.65         1.11612e-08
         550                1.65                1.65         1.12232e-08
         551                1.65                1.65          1.1213e-08
         552                1.65                1.65         1.12028e-08
         553                1.65                1.65         1.11927e-08
         554                1.65                1.65         1.12184e-08
         555                1.65                1.65         1.12083e-08
         556                1.65                1.65         1.11982e-08
         557                1.65                1.65         1.11881e-08
         558                1.65                1.65         1.12136e-08
         559                1.65                1.65         1.12036e-08
         560                1.65                1.65         1.11936e-08
         561                1.65                1.65         1.11836e-08
         562                1.65                1.65          1.1209e-08
         563                1.65                1.65          1.1199e-08
         564                1.65                1.65         1.11891e-08
         565                1.65                1.65         1.11792e-08
         566                1.65                1.65         1.12742e-08
         567                1.65                1.65         1.12642e-08
         568                1.65                1.65         1.12543e-08
         569                1.65                1.65         1.12444e-08
         570                1.65                1.65         1.12345e-08
         571                1.65                1.65         1.12593e-08
         572                1.65                1.65         1.12494e-08
         573                1.65                1.65         1.12396e-08
         574                1.65                1.65         1.12298e-08
         575                1.65                1.65         1.12544e-08
         576                1.65                1.65         1.12446e-08
         577                1.65                1.65         1.12349e-08
         578                1.65                1.65         1.12252e-08
         579                1.65                1.65         1.12496e-08
         580                1.65                1.65         1.12399e-08
         581                1.65                1.65         1.12302e-08
         582                1.65                1.65         1.12206e-08
         583                1.65                1.65         1.12787e-08
         584                1.65                1.65          1.1269e-08
         585                1.65                1.65         1.12594e-08
         586                1.65                1.65         1.12498e-08
         587                1.65                1.65         1.12402e-08
         588                1.65                1.65         1.12642e-08
         589                1.65                1.65         1.12547e-08
         590                1.65                1.65         1.12451e-08
         591                1.65                1.65         1.12356e-08
         592                1.65                1.65         1.12595e-08
         593                1.65                1.65           1.125e-08
         594                1.65                1.65         1.12405e-08
         595                1.65                1.65          1.1231e-08
         596                1.65                1.65         1.12216e-08
         597                1.65                1.65         1.12453e-08
         598                1.65                1.65         1.12359e-08
         599                1.65                1.65         1.12265e-08
         600                1.65                1.65         1.12172e-08
         601                1.65                1.65         1.12408e-08
         602                1.65                1.65         1.12969e-08
         603                1.65                1.65         1.12875e-08
         604                1.65                1.65         1.12782e-08
         605                1.65                1.65         1.12689e-08
         606                1.65                1.65         1.12921e-08
         607                1.65                1.65         1.12828e-08
         608                1.65                1.65         1.12735e-08
         609                1.65                1.65         1.12642e-08
         610                1.65                1.65          1.1255e-08
         611                1.65                1.65          1.1278e-08
         612                1.65                1.65         1.12688e-08
         613                1.65                1.65         1.12596e-08
         614                1.65                1.65         1.12505e-08
         615                1.65                1.65         1.12413e-08
         616                1.65                1.65         1.12642e-08
         617                1.65                1.65         1.12551e-08
