#     BLOCK:          ACTUAL_PE:             PE_AVE:              ERROR:
         389          -0.0538969          -0.0408531          0.00027317
         390          -0.0540198          -0.0408868         0.000274547
         391          -0.0541434          -0.0409207         0.000275931
         392          -0.0542653          -0.0409548         0.000277319
         393           -0.054388           -0.040989         0.000278712
         394          -0.0545113          -0.0410233          0.00028011
         395          -0.0546377          -0.0410578         0.000281513
         396          -0.0547671          -0.0410924         0.000282923
         397          -0.0548949          -0.0411271         0.000284338
         398          -0.0550234          -0.0411621          0.00028576
         399          -0.0551574          -0.0411971         0.000287188
         400          -0.0552898          -0.0412324         0.000288623
         401          -0.0554204          -0.0412678         0.000290064
         402          -0.0555542          -0.0413033         0.000291511
         403          -0.0556864           -0.041339         0.000292965
         404          -0.0558217          -0.0413748         0.000294424
         405          -0.0559577          -0.0414108         0.000295891
         406          -0.0560897           -0.041447         0.000297363
         407          -0.0562248          -0.0414833         0.000298841
         408          -0.0563583          -0.0415198         0.000300324
         409          -0.0564949          -0.0415564         0.000301813
         410          -0.0566323          -0.0415931         0.000303309
         411          -0.0567729          -0.0416301         0.000304811
         412          -0.0569142          -0.0416672         0.000306321
         413          -0.0570563          -0.0417044         0.000307837
         414          -0.0571944          -0.0417419         0.000309359
         415          -0.0573381          -0.0417794         0.000310888
         416          -0.0574802          -0.0418172         0.000312423
         417           -0.057623          -0.0418551         0.000313965
         418          -0.0577667          -0.0418931         0.000315513
         419          -0.0579112          -0.0419314         0.000317067
         420          -0.0580565          -0.0419698         0.000318628
         421          -0.0582073          -0.0420083         0.000320197
         422          -0.0583542          -0.0420471         0.000321773
         423           -0.058502           -0.042086         0.000323355
         424          -0.0586506           -0.042125         0.000324944
         425             -0.0588          -0.0421643         0.000326539
         426          -0.0589479          -0.0422037         0.000328141
         427           -0.059099          -0.0422432          0.00032975
         428           -0.059251           -0.042283         0.000331365
         429          -0.0594085          -0.0423229         0.000332988
         430          -0.0595622           -0.042363         0.000334619
         431          -0.0597168          -0.0424033         0.000336256
         432          -0.0598722          -0.0424437           0.0003379
         433          -0.0600261          -0.0424843         0.000339551
         434          -0.0601881          -0.0425251          0.00034121
         435          -0.0603461          -0.0425661         0.000342876
         436          -0.0605051          -0.0426072          0.00034455
         437          -0.0606626          -0.0426485          0.00034623
         438          -0.0608234            -0.04269         0.000347917
         439          -0.0609851          -0.0427317         0.000349612
         440          -0.0611478          -0.0427735         0.000351313
         441          -0.0613113          -0.0428156         0.000353023
         442          -0.0614758          -0.0428578         0.000354739
         443          -0.0616436          -0.0429002         0.000356464
         444            -0.06181          -0.0429428         0.000358197
         445          -0.0619773          -0.0429856         0.000359937
         446          -0.0621456          -0.0430285         0.000361684
         447          -0.0623149          -0.0430717         0.000363439
         448          -0.0624875           -0.043115         0.000365203
         449          -0.0626611          -0.0431585         0.000366975
         450          -0.0628333          -0.0432023         0.000368755
         451          -0.0630065          -0.0432462         0.000370543
         452          -0.0631808          -0.0432903         0.000372338
         453           -0.063356          -0.0433346         0.000374142
         454          -0.0635346          -0.0433791         0.000375954
         455          -0.0637166          -0.0434238         0.000377775
         456          -0.0638973          -0.0434687         0.000379606
         457          -0.0640767          -0.0435138         0.000381444
         458          -0.0642618          -0.0435591         0.000383292
         459          -0.0644409          -0.0436046         0.000385147
         460          -0.0646259          -0.0436503         0.000387012
         461          -0.0648095          -0.0436961         0.000388884
         462          -0.0649966          -0.0437423         0.000390766
         463          -0.0651824          -0.0437886         0.000392656
         464          -0.0653716          -0.0438351         0.000394555
         465          -0.0655644          -0.0438818         0.000396465
         466          -0.0657512          -0.0439287         0.000398382
         467           -0.065939          -0.0439759         0.000400307
         468          -0.0661281          -0.0440232          0.00040224
         469           -0.066323          -0.0440707         0.000404183
         470          -0.0665191          -0.0441185         0.000406135
         471          -0.0667139          -0.0441665         0.000408097
         472          -0.0669171          -0.0442147         0.000410069
         473          -0.0671143          -0.0442631          0.00041205
         474          -0.0673127          -0.0443117          0.00041404
         475          -0.0675147          -0.0443606          0.00041604
         476          -0.0677155          -0.0444096         0.000418049
         477          -0.0679176          -0.0444589         0.000420067
         478          -0.0681208          -0.0445084         0.000422095
         479          -0.0683206          -0.0445581         0.000424131
         480          -0.0685264          -0.0446081         0.000426177
         481          -0.0687334          -0.0446582         0.000428232
         482          -0.0689417          -0.0447086         0.000430297
         483          -0.0691513          -0.0447592         0.000432372
         484          -0.0693622            -0.04481         0.000434456
         485          -0.0695744          -0.0448611         0.000436551
         486          -0.0697879          -0.0449124         0.000438655
         487          -0.0700027          -0.0449639         0.000440769
         488          -0.0702188          -0.0450157         0.000442894
         489          -0.0704387          -0.0450677         0.000445029
         490          -0.0706552          -0.0451199         0.000447174
         491          -0.0708778          -0.0451723          0.00044933
