#     BLOCK:           ACTUAL_T:              T_AVE:              ERROR:
         582            0.842119            0.796099          0.00714518
         583             0.83962            0.796173          0.00713331
         584            0.836915            0.796243          0.00712144
         585            0.834014            0.796308          0.00710956
         586             0.83093            0.796367          0.00709767
         587             0.82768             0.79642          0.00708578
         588            0.824279            0.796467          0.00707389
         589            0.820747            0.796509            0.007062
         590            0.817101            0.796544          0.00705011
         591            0.813356            0.796572          0.00703824
         592            0.809529            0.796594          0.00702639
         593            0.805637            0.796609          0.00701455
         594              0.8017            0.796618          0.00700275
         595            0.797738             0.79662          0.00699098
         596            0.793768            0.796615          0.00697925
         597            0.789813            0.796603          0.00696757
         598            0.785892            0.796586          0.00695594
         599            0.782023            0.796561          0.00694437
         600            0.778225            0.796531          0.00693287
         601            0.774519            0.796494          0.00692143
         602            0.770924            0.796452          0.00691006
         603            0.767459            0.796403          0.00689877
         604            0.764144             0.79635          0.00688755
         605            0.760999            0.796292          0.00687642
         606            0.758043            0.796229          0.00686536
         607            0.755294            0.796161          0.00685438
         608             0.75277             0.79609          0.00684348
         609            0.750488            0.796015          0.00683265
         610            0.748465            0.795937          0.00682189
         611             0.74672            0.795856          0.00681121
         612            0.745268            0.795774          0.00680058
         613            0.744124            0.795689          0.00679001
         614            0.743297            0.795604          0.00677948
         615            0.742801            0.795518            0.006769
         616            0.742642            0.795432          0.00675856
         617            0.742828            0.795347          0.00674814
