#     BLOCK:           ACTUAL_T:              T_AVE:              ERROR:
         351                 1.1                 1.1         7.15829e-09
         352                 1.1                 1.1         7.14811e-09
         353                 1.1                 1.1         7.18191e-09
         354                 1.1                 1.1         7.17175e-09
         355                 1.1                 1.1         7.16165e-09
         356                 1.1                 1.1         7.23827e-09
         357                 1.1                 1.1         7.22812e-09
         358                 1.1                 1.1         7.26086e-09
         359                 1.1                 1.1         7.25074e-09
         360                 1.1                 1.1         7.24066e-09
         361                 1.1                 1.1          7.3152e-09
         362                 1.1                 1.1         7.30509e-09
         363                 1.1                 1.1         7.29502e-09
         364                 1.1                 1.1         7.32674e-09
         365                 1.1                 1.1         7.39937e-09
         366                 1.1                 1.1         7.38926e-09
         367                 1.1                 1.1         7.37918e-09
         368                 1.1                 1.1         7.36915e-09
         369                 1.1                 1.1         7.35916e-09
         370                 1.1                 1.1         7.43042e-09
         371                 1.1                 1.1         7.46062e-09
         372                 1.1                 1.1         7.45058e-09
         373                 1.1                 1.1         7.44059e-09
         374                 1.1                 1.1         7.43063e-09
         375                 1.1                 1.1         7.53946e-09
         376                 1.1                 1.1         7.52942e-09
         377                 1.1                 1.1         7.55849e-09
         378                 1.1                 1.1         7.54849e-09
         379                 1.1                 1.1         7.53852e-09
         380                 1.1                 1.1         7.60582e-09
         381                 1.1                 1.1         7.59583e-09
         382                 1.1                 1.1         7.58588e-09
         383                 1.1                 1.1         7.61414e-09
         384                 1.1                 1.1         7.60422e-09
         385                 1.1                 1.1          7.6699e-09
         386                 1.1                 1.1         7.65996e-09
         387                 1.1                 1.1         7.65006e-09
         388                 1.1                 1.1         7.64019e-09
         389                 1.1                 1.1         7.63037e-09
         390                 1.1                 1.1         7.65784e-09
         391                 1.1                 1.1         7.72194e-09
         392                 1.1                 1.1         7.71208e-09
         393                 1.1                 1.1         7.70227e-09
         394                 1.1                 1.1         7.69248e-09
         395                 1.1                 1.1         7.68274e-09
         396                 1.1                 1.1         7.74577e-09
         397                 1.1                 1.1         7.77207e-09
         398                 1.1                 1.1          7.7623e-09
         399                 1.1                 1.1         7.75257e-09
         400                 1.1                 1.1         7.74287e-09
         401                 1.1                 1.1         7.73321e-09
         402                 1.1                 1.1         7.83012e-09
         403                 1.1                 1.1          7.8204e-09
         404                 1.1                 1.1         7.84582e-09
         405                 1.1                 1.1         7.83613e-09
         406                 1.1                 1.1         7.82647e-09
         407                 1.1                 1.1         7.81685e-09
         408                 1.1                 1.1         7.87667e-09
         409                 1.1                 1.1         7.86703e-09
         410                 1.1                 1.1         7.85743e-09
         411                 1.1                 1.1         7.84787e-09
         412                 1.1                 1.1         7.87264e-09
         413                 1.1                 1.1          7.8631e-09
         414                 1.1                 1.1          7.9216e-09
         415                 1.1                 1.1         7.91205e-09
         416                 1.1                 1.1         7.90253e-09
         417                 1.1                 1.1         7.89305e-09
         418                 1.1                 1.1         7.88361e-09
         419                 1.1                 1.1         7.87419e-09
         420                 1.1                 1.1         7.96501e-09
         421                 1.1                 1.1         7.95554e-09
         422                 1.1                 1.1         7.94611e-09
         423                 1.1                 1.1         7.93671e-09
         424                 1.1                 1.1         7.92735e-09
         425                 1.1                 1.1         7.91801e-09
         426                 1.1                 1.1         7.87569e-09
         427                 1.1                 1.1          7.9323e-09
         428                 1.1                 1.1         7.89022e-09
         429                 1.1                 1.1         7.88101e-09
         430                 1.1                 1.1         7.83898e-09
         431                 1.1                 1.1         7.82988e-09
         432                 1.1                 1.1         7.78788e-09
         433                 1.1                 1.1         7.87715e-09
         434                 1.1                 1.1         7.83548e-09
         435                 1.1                 1.1         7.82647e-09
         436                 1.1                 1.1         7.78485e-09
         437                 1.1                 1.1         7.77594e-09
         438                 1.1                 1.1         7.76706e-09
         439                 1.1                 1.1         7.72554e-09
         440                 1.1                 1.1         7.78188e-09
         441                 1.1                 1.1         7.74059e-09
