#     BLOCK:           ACTUAL_P:              P_AVE:              ERROR:
         415             7.28039             7.56652           0.0328876
         416             6.94064             7.56502           0.0328429
         417             6.86082             7.56333           0.0328075
         418             6.49781             7.56078           0.0328279
         419             6.73221              7.5588           0.0328091
         420             6.95912             7.55737            0.032762
         421             7.41434             7.55703            0.032686
         422             7.59711             7.55713           0.0326087
         423              7.5356             7.55708           0.0325316
         424             7.70448             7.55743           0.0324567
         425             7.60422             7.55754           0.0323806
         426             7.77176             7.55804           0.0323084
         427             7.56572             7.55806           0.0322328
         428             7.50973             7.55794           0.0321577
         429             7.82339             7.55856           0.0320887
         430             7.40262              7.5582           0.0320161
         431             7.23087             7.55744           0.0319508
         432             7.26235             7.55676           0.0318842
         433             7.46873             7.55655           0.0318112
         434             7.25402             7.55586           0.0317455
         435             7.56922             7.55589           0.0316725
         436              7.8941             7.55666           0.0316094
         437             7.51266             7.55656           0.0315372
         438             7.43053             7.55627           0.0314665
         439              7.7357             7.55668           0.0313975
         440             7.71047             7.55703           0.0313281
         441             7.66587             7.55728            0.031258
         442             7.85273             7.55795           0.0311945
         443             8.04517             7.55905           0.0311434
         444             7.52942             7.55898           0.0310734
         445             7.34035             7.55849           0.0310074
         446             7.19564             7.55768           0.0309486
         447             7.50142             7.55755           0.0308796
         448             7.16173             7.55667           0.0308233
         449             7.11352             7.55568           0.0307704
         450             7.21356             7.55492           0.0307114
         451              7.7331             7.55531           0.0306459
         452             7.83488             7.55593           0.0305843
         453             7.90233              7.5567           0.0305264
         454             8.08096             7.55785            0.030481
         455             7.73157             7.55823           0.0304164
         456             8.00106             7.55921           0.0303652
         457             8.03337             7.56024           0.0303164
         458             8.35892             7.56199           0.0303004
         459             8.24696             7.56348           0.0302711
         460             8.30939              7.5651           0.0302487
         461             8.11728              7.5663           0.0302068
         462              7.9338             7.56709           0.0301518
         463             7.90592             7.56783           0.0300956
         464             7.88544             7.56851           0.0300385
         465             7.65255             7.56869           0.0299745
         466             7.82332             7.56924           0.0299151
         467             7.96769             7.57009           0.0298632
         468             8.10884             7.57124           0.0298216
         469             7.95321             7.57206           0.0297691
         470             7.44789             7.57179            0.029707
         471             7.32752             7.57127           0.0296484
         472             7.77653             7.57171           0.0295888
         473             7.35749             7.57126           0.0295297
         474             7.37598             7.57084           0.0294703
         475             7.04651             7.56974           0.0294289
         476             6.90006             7.56833           0.0294007
         477             7.09143             7.56733           0.0293561
         478              6.9917             7.56613           0.0293193
         479             7.01119             7.56497            0.029281
         480             7.14201             7.56409           0.0292333
         481             7.33089              7.5636           0.0291765
         482             7.15492             7.56276           0.0291283
         483             7.08191             7.56176            0.029085
         484             6.66536             7.55991           0.0290838
         485             7.01079             7.55878           0.0290459
         486             6.44053             7.55648           0.0290771
         487             6.41369             7.55413           0.0291119
         488             6.20595             7.55137            0.029183
         489              6.0173             7.54823           0.0292915
         490             6.39377             7.54587           0.0293263
         491             6.19247             7.54312           0.0293959
